DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	ProductionType	ActualGenerationOutput	ActualConsumption	UpdateTime
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	Fossil Gas	200.6		2022-01-01 04:28:05
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Fossil Gas	200.6		2022-01-01 04:28:05
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	Hydro Water Reservoir	2.2		2022-01-01 04:28:05
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Hydro Run-of-river and poundage	673.4		2022-01-01 04:28:06
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Hydro Pumped Storage		307.6	2022-01-01 04:28:06
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	Hydro Pumped Storage		307.6	2022-01-01 04:28:06
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	Fossil Brown coal/Lignite	96.9		2022-01-01 04:28:06
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Fossil Oil	52.1		2022-01-01 04:28:06
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	Other	189.7		2022-01-01 04:28:07
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	Nuclear	1957.4		2022-01-01 04:28:07
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	Hydro Run-of-river and poundage	673.4		2022-01-01 04:28:07
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	Biomass	96.3		2022-01-01 04:28:07
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Fossil Hard coal	49.2		2022-01-01 04:28:08
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Fossil Brown coal/Lignite	96.9		2022-01-01 04:28:08
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	Other renewable	56.4		2022-01-01 04:28:08
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Other renewable	56.4		2022-01-01 04:28:08
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Other	189.7		2022-01-01 04:28:08
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	CTY	SK CTY	SK	Nuclear	1957.4		2022-01-01 04:28:08
2022-01-01 02:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	Fossil Oil	52.1		2022-01-01 04:28:09
