	DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	ProductionType	ActualGenerationOutput	ActualConsumption	UpdateTime	_merge
3109	2022-01-01 01:45:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Fossil Hard coal	2061.64	1.61	2022-01-29 03:48:53	left_only
3110	2022-01-01 01:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Biomass	20.98	0.0	2022-01-29 03:02:18	left_only
3111	2022-01-01 01:15:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Biomass	21.94	0.0	2022-01-29 03:19:24	left_only
3112	2022-01-01 01:30:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Biomass	21.45	0.0	2022-01-29 03:31:24	left_only
3113	2022-01-01 01:45:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Biomass	21.45	0.0	2022-01-29 03:48:54	left_only
3114	2022-01-01 01:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Wind Offshore	1524.14	9.22	2022-01-29 03:02:16	left_only
3115	2022-01-01 01:15:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Wind Offshore	1399.71	10.12	2022-01-29 03:19:18	left_only
3116	2022-01-01 01:30:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Wind Offshore	1412.18	10.23	2022-01-29 03:31:35	left_only
3117	2022-01-01 01:45:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Wind Offshore	1380.76	7.5	2022-01-29 03:48:48	left_only
3118	2022-01-01 01:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Offshore	1524.14	9.22	2022-01-29 03:02:15	left_only
3119	2022-01-01 01:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Offshore	1399.71	10.12	2022-01-29 03:19:19	left_only
3120	2022-01-01 01:30:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Offshore	1412.18	10.23	2022-01-29 03:31:34	left_only
3121	2022-01-01 01:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Offshore	1380.76	7.5	2022-01-29 03:48:48	left_only
3122	2022-01-01 01:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Biomass	20.98	0.0	2022-01-29 03:02:16	left_only
3123	2022-01-01 01:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Biomass	21.94	0.0	2022-01-29 03:19:23	left_only
3124	2022-01-01 01:30:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Biomass	21.45	0.0	2022-01-29 03:31:22	left_only
3125	2022-01-01 01:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Biomass	21.45	0.0	2022-01-29 03:48:53	left_only
3126	2022-01-01 01:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Fossil Gas	1928.99	259.4	2022-01-29 03:02:13	left_only
3127	2022-01-01 01:15:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Fossil Gas	2037.51	258.75	2022-01-29 03:19:17	left_only
3128	2022-01-01 01:30:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Fossil Gas	1994.31	259.01	2022-01-29 03:31:24	left_only
3129	2022-01-01 01:45:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	Fossil Gas	1863.59	258.22	2022-01-29 03:48:49	left_only
3130	2022-01-01 01:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Solar	0.0	0.7	2022-01-29 03:02:12	left_only
3131	2022-01-01 01:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Solar	0.0	0.74	2022-01-29 03:19:18	left_only
3132	2022-01-01 01:30:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Solar	0.0	0.72	2022-01-29 03:31:34	left_only
3133	2022-01-01 01:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Solar	0.0	0.74	2022-01-29 03:48:53	left_only
