DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	ProductionType	ActualGenerationOutput	ActualConsumption	UpdateTime
2022-01-01 08:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Hydro Run-of-river and poundage	2204.0		2022-01-28 10:51:39
2022-01-01 09:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Hydro Run-of-river and poundage	2056.0		2022-01-28 10:51:39
2022-01-01 08:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Geothermal	647.0		2022-01-28 10:51:39
2022-01-01 09:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Geothermal	647.0		2022-01-28 10:51:39
2022-01-01 08:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Wind Onshore	1847.0		2022-01-28 10:51:41
2022-01-01 09:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Wind Onshore	1648.0		2022-01-28 10:51:41
2022-01-01 08:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Fossil Coal-derived gas	555.0		2022-01-28 10:51:49
2022-01-01 09:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Fossil Coal-derived gas	555.0		2022-01-28 10:51:49
2022-01-01 08:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Solar	2457.0		2022-02-10 09:40:58
2022-01-01 09:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Solar	3817.0		2022-02-10 09:40:58
2022-01-01 08:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Other	1255.0		2022-01-28 10:52:59
2022-01-01 09:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Other	1254.0		2022-01-28 10:52:59
2022-01-01 08:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Hydro Water Reservoir	201.0		2022-02-15 15:17:54
2022-01-01 09:00:00.000	PT60M	10YIT-GRTN-----B	CTY	IT CTY	IT	Hydro Water Reservoir	184.0		2022-02-15 15:17:54
